08:23:26.019,-0.28,0.33,0.82
08:23:26.019,-0.28,0.33,0.82
08:23:26.053,-0.28,0.33,0.82
08:23:26.053,-0.28,0.33,0.82
08:23:26.087,-0.27,0.33,0.82
08:23:26.087,-0.27,0.33,0.82
08:23:26.122,-0.27,0.33,0.82
08:23:26.122,-0.27,0.33,0.82
08:23:26.156,-0.27,0.33,0.82
08:23:26.156,-0.27,0.33,0.82
08:23:26.190,-0.27,0.33,0.82
08:23:26.190,-0.26,0.33,0.82
08:23:26.225,-0.26,0.32,0.83
08:23:26.225,-0.26,0.32,0.83
08:23:26.259,-0.26,0.33,0.83
08:23:26.259,-0.26,0.33,0.83
08:23:26.294,-0.26,0.34,0.83
08:23:26.294,-0.26,0.34,0.83
08:23:26.329,-0.25,0.34,0.82
08:23:26.363,-0.25,0.34,0.82
08:23:26.363,-0.25,0.34,0.82
08:23:26.363,-0.25,0.34,0.82
08:23:26.398,-0.26,0.34,0.82
08:23:26.433,-0.26,0.34,0.82
08:23:26.433,-0.26,0.34,0.82
08:23:26.468,-0.25,0.35,0.82
08:23:26.468,-0.25,0.35,0.82
08:23:26.501,-0.25,0.35,0.82
08:23:26.501,-0.25,0.35,0.82
08:23:26.535,-0.25,0.35,0.82
08:23:26.535,-0.25,0.35,0.82
08:23:26.569,-0.25,0.35,0.82
08:23:26.569,-0.25,0.35,0.82
08:23:26.603,-0.25,0.35,0.82
08:23:26.603,-0.25,0.35,0.82
08:23:26.637,-0.25,0.35,0.82
08:23:26.637,-0.25,0.35,0.83
08:23:26.672,-0.25,0.35,0.83
08:23:26.672,-0.25,0.35,0.83
08:23:26.706,-0.25,0.35,0.83
08:23:26.706,-0.25,0.35,0.82
08:23:26.741,-0.24,0.35,0.82
08:23:26.741,-0.24,0.35,0.82
08:23:26.775,-0.24,0.35,0.82
08:23:26.775,-0.24,0.35,0.82
08:23:26.809,-0.24,0.35,0.82
08:23:26.809,-0.24,0.35,0.82
08:23:26.844,-0.24,0.35,0.82
08:23:26.844,-0.24,0.35,0.82
08:23:26.879,-0.24,0.35,0.82
08:23:26.879,-0.24,0.35,0.82
08:23:26.913,-0.24,0.35,0.82
08:23:26.913,-0.24,0.36,0.82
08:23:26.947,-0.24,0.36,0.82
08:23:26.981,-0.24,0.36,0.82
08:23:26.981,-0.24,0.36,0.82
08:23:27.016,-0.24,0.36,0.82
08:23:27.016,-0.24,0.35,0.82
08:23:27.051,-0.24,0.35,0.82
08:23:27.051,-0.24,0.36,0.83
08:23:27.085,-0.24,0.36,0.83
08:23:27.085,-0.24,0.36,0.83
08:23:27.119,-0.24,0.36,0.82
08:23:27.119,-0.24,0.36,0.82
08:23:27.153,-0.24,0.36,0.82
08:23:27.153,-0.24,0.36,0.82
08:23:27.187,-0.24,0.36,0.82
08:23:27.187,-0.24,0.35,0.82
08:23:27.221,-0.24,0.35,0.82
08:23:27.221,-0.24,0.35,0.83
08:23:27.255,-0.24,0.35,0.83
08:23:27.255,-0.24,0.35,0.82
08:23:27.290,-0.24,0.35,0.82
08:23:27.290,-0.24,0.35,0.82
08:23:27.324,-0.24,0.35,0.82
08:23:27.324,-0.24,0.35,0.83
08:23:27.358,-0.24,0.35,0.83
08:23:27.358,-0.24,0.36,0.83
08:23:27.393,-0.24,0.36,0.83
08:23:27.393,-0.24,0.36,0.83
08:23:27.427,-0.24,0.36,0.83
08:23:27.427,-0.24,0.36,0.83
08:23:27.461,-0.24,0.36,0.83
08:23:27.461,-0.24,0.36,0.83
08:23:27.495,-0.24,0.36,0.82
08:23:27.529,-0.24,0.36,0.82
08:23:27.529,-0.24,0.36,0.82
08:23:27.564,-0.24,0.35,0.82
08:23:27.564,-0.24,0.35,0.82
08:23:27.599,-0.24,0.35,0.82
08:23:27.599,-0.24,0.35,0.82
08:23:27.634,-0.24,0.35,0.82
08:23:27.634,-0.24,0.35,0.82
08:23:27.669,-0.24,0.35,0.82
08:23:27.669,-0.24,0.35,0.83
08:23:27.703,-0.24,0.35,0.83
08:23:27.703,-0.24,0.35,0.83
08:23:27.738,-0.24,0.35,0.83
08:23:27.738,-0.24,0.35,0.83
08:23:27.772,-0.24,0.35,0.83
08:23:27.772,-0.24,0.35,0.83
08:23:27.806,-0.24,0.35,0.83
08:23:27.806,-0.24,0.34,0.83
08:23:27.840,-0.24,0.34,0.83
08:23:27.840,-0.24,0.34,0.83
08:23:27.874,-0.24,0.34,0.83
08:23:27.874,-0.24,0.34,0.83
08:23:27.909,-0.24,0.34,0.83
08:23:27.909,-0.24,0.34,0.83
08:23:27.944,-0.24,0.34,0.83
08:23:27.944,-0.24,0.34,0.83
08:23:27.979,-0.24,0.34,0.83
08:23:27.979,-0.24,0.34,0.83
08:23:28.013,-0.24,0.34,0.83
08:23:28.013,-0.24,0.34,0.83
08:23:28.047,-0.24,0.34,0.83
08:23:28.047,-0.24,0.34,0.83
08:23:28.081,-0.24,0.34,0.83
08:23:28.081,-0.24,0.34,0.83
08:23:28.116,-0.24,0.34,0.83
08:23:28.116,-0.24,0.34,0.83
08:23:28.150,-0.24,0.33,0.83
08:23:28.150,-0.24,0.33,0.83
08:23:28.184,-0.24,0.33,0.83
08:23:28.219,-0.24,0.33,0.83
08:23:28.219,-0.24,0.33,0.83
08:23:28.253,-0.24,0.33,0.83
08:23:28.253,-0.24,0.33,0.83
08:23:28.287,-0.24,0.33,0.83
08:23:28.287,-0.24,0.33,0.83
08:23:28.322,-0.24,0.33,0.83
08:23:28.322,-0.24,0.33,0.83
08:23:28.356,-0.24,0.33,0.83
08:23:28.356,-0.24,0.33,0.83
08:23:28.391,-0.24,0.33,0.83
08:23:28.391,-0.24,0.33,0.83
08:23:28.425,-0.24,0.33,0.83
08:23:28.425,-0.24,0.33,0.83
08:23:28.459,-0.24,0.33,0.83
08:23:28.459,-0.24,0.33,0.83
08:23:28.494,-0.24,0.33,0.83
08:23:28.494,-0.24,0.33,0.83
08:23:28.528,-0.24,0.33,0.83
08:23:28.528,-0.24,0.33,0.83
08:23:28.562,-0.24,0.33,0.83
08:23:28.562,-0.24,0.33,0.83
08:23:28.597,-0.24,0.33,0.83
08:23:28.597,-0.24,0.33,0.83
08:23:28.631,-0.24,0.34,0.83
08:23:28.631,-0.24,0.34,0.83
