time_window,device,absolute_deviation,standard_deviation,arithmetic_average,RMS,median,variance,activity
14:36:38,accX,0.10400000000000001,0.12403628501370073,65,0.1400357097314824,0.09,0.015385,stopped
14:36:38,accY,0.028200000000000003,0.036069377593742874,+AC0-0.007000000000000001,0.03674234614174767,+AC0-0.02,0.0013010000000000003,stopped
14:36:38,accZ,0.03199999999999999,0.043416586692184816,925,0.9260183583493364,0.93,0.001885,stopped
14:36:38,girX,12748,16.690348708160652,+AC0-5.709999999999999,17.640063491949228,+AC0-0.05499999999999999,278.56773999999996,stopped
14:36:38,girY,33.1768,49.317552210141166,+AC0-14892,51.51691586265622,195,2432.220956,stopped
14:36:38,girZ,9.761000000000001,14.91285354987435,1.2370000000000003,14.964069299492033,1.56,222.39320100000003,stopped
14:37:07,accX,0.13499999999999998,0.16322070947033654,0.30699999999999994,0.3476923927841965,275,0.026641000000000005,walking
14:37:07,accY,0.09759999999999999,0.12418131904598212,+AC0-0.023000000000000003,0.1262933094031509,0.0,0.015421,walking
14:37:07,accZ,0.06280000000000004,0.08867919710958146,0.8859999999999999,0.8904268639253873,895,0.007864000000000001,walking
14:37:07,girX,6.373800000000001,7.7135491830933445,0.6869999999999999,7.744082256794539,+AC0-545,59.498841000000006,walking
14:37:07,girY,12.343999999999998,14.792760932293875,+AC0-4.991999999999999,15.61236176880359,+AC0-4.96,218.82577599999996,walking
14:37:07,girZ,17.5486,29.65053471693217,2949,29.79682550205642,0.64,879.154209,walking
14:37:35,accX,142,0.16292329483533038,396,0.42820555811432437,0.4,0.026543999999999995,stopped
14:37:35,accY,95,0.12101652779682616,+AC0-75,0.14237275020171522,+AC0-0.09,0.014645,stopped
14:37:35,accZ,0.11640000000000003,0.16172816699635226,0.9020000000000001,0.9163841989034949,0.88,0.026156000000000006,stopped
14:37:35,girX,19.0874,24.370484381727007,+AC0-7.920999999999999,25.625431703680626,+AC0-4.13,593.920509,stopped
14:37:35,girY,13.6236,16.484854139482096,3.8779999999999992,16.934854590459288,+AC0-0.64,271.750416,stopped
14:37:35,girZ,19.063200000000002,22.592777695538018,2.5860000000000003,22.74029463309568,+AC0-2435,510.4336040000001,stopped
14:38:04,accX,0.1242,0.16935465744997982,607,0.6301825132451709,625,0.028681000000000005,walking
14:38:04,accY,0.0504,0.06843975452907469,+AC0-0.026000000000000002,0.0732120208708925,+AC0-0.01,0.004684000000000001,walking
14:38:04,accZ,0.060799999999999986,0.07889233169326408,704,0.7084066628709812,0.69,0.006224,walking
14:38:04,girX,24.026400000000002,35.02054145783586,+AC0-8944,36.14461868660396,0.3999999999999999,1226.4383240000002,walking
14:38:04,girY,13.8152,16.336573202480377,3.6659999999999995,16.742854595319162,+AC0-265,266.883624,walking
14:38:04,girZ,24076,34.048694248091216,+AC0-8.469999999999999,35.08638596378943,2.2800000000000002,1159.31358,walking
14:38:32,accX,0.26,0.2988645178002903,0.45,0.5402036652967102,425,0.08932000000000001,jumping
14:38:32,accY,0.23360000000000003,0.30012663993721056,0.057999999999999996,0.3056795707926848,+AC0-35,0.09007600000000002,jumping
14:38:32,accZ,0.16,0.17594317264389656,708,0.7295340979008452,0.74,0.030955999999999994,jumping
14:38:32,girX,5.8104,8.160404646829715,+AC0-4124,9.14328059287256,+AC0-5.58,66.592204,jumping
14:38:32,girY,15.102800000000002,20.62180130347492,8599,22.34281741410425,3725,425.25868899999995,jumping
14:38:32,girZ,14.761200000000002,17.996120581947654,2.6879999999999997,18.195760495236247,+AC0-3.95,323.860356,jumping
14:39:00,accX,0.18159999999999998,0.20492925608609425,0.6479999999999999,0.6796322535018479,0.5700000000000001,0.04199599999999999,sitting
14:39:00,accY,0.24800000000000005,0.2641666140904259,0.33399999999999996,0.42584034566959483,0.29,0.069784,sitting
14:39:00,accZ,0.13479999999999998,0.16823792675850474,516,0.5427338205787438,0.54,0.028304000000000003,sitting
14:39:00,girX,21438,27.642035471361368,+AC0-13.245000000000001,30.65146244471869,+AC0-0.07500000000000001,764.082125,sitting
14:39:00,girY,26.1846,47.575774728321555,+AC0-7.966999999999999,48.238236182513965,+AC0-0.07999999999999999,2263.454341,sitting
14:39:00,girZ,17.1664,28.936986522442172,7669,29.935977518698135,1.4,837.3491889999999,sitting
14:39:29,accX,0.1306,0.1537823136774837,751,0.7665833288038554,0.84,0.023648999999999996,lying+AF8-down
14:39:29,accY,0.1424,0.2315685643605367,156,0.2792131802046601,0.18,0.05362400000000002,lying+AF8-down
14:39:29,accZ,0.08560000000000004,0.11244554237496476,536,0.5476677825105289,485,0.012643999999999997,lying+AF8-down
14:39:29,girX,10.095599999999997,16.867890087382,+AC0-6202,17.97193701302116,+AC0-0.31,284.525716,lying+AF8-down
14:39:29,girY,21.839599999999997,32.32967095409416,+AC0-14.035999999999998,35.245097815157216,+AC0-1045,1045.207624,lying+AF8-down
14:39:29,girZ,4.9872,9.076774812674378,+AC0-0.6970000000000001,9.103496580984693,0.74,82.387841,lying+AF8-down
14:39:57,accX,0.0116,0.016763054614240196,843,0.8431666501943728,0.84,0.000281,lying+AF8-down
14:39:57,accY,0.005399999999999997,0.006999999999999995,179,0.17913681921927718,0.18,4.89999999999999E+AC0-05,lying+AF8-down
14:39:57,accZ,0.0172,0.022449944320643664,0.48599999999999993,0.4865182422068056,0.48,0.000504000000000001,lying+AF8-down
14:39:57,girX,0.21399999999999997,0.29893143026453406,+AC0-0.13999999999999999,0.3300908965724441,+AC0-0.12,0.08935999999999998,lying+AF8-down
